web-scraper-order,web-scraper-start-url,title,price,availability,pagination,pagination-href,link,link-href,image-src
"1612454011-6103","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Asus VivoBook M533IA-BQ022 (Procesor AMD Rayzen 5 4500U (8M Cache, up to 4.00 GHz), 15.6"" FHD, 8GB, 512GB SSD, AMD Radeon Graphics, FPR, Negru)","2.734,99 Lei","Stoc epuizat","10","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:10","Laptop Asus VivoBook M533IA-BQ022 (Procesor AMD Rayzen 5 4500U (8M Cache, up to 4.00 GHz), 15.6"" FHD, 8GB, 512GB SSD, AMD Radeon Graphics, FPR, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-asus-vivobook-m533ia-bq022-procesor-amd-rayzen-5-4500u-8m-cache-up-to-4.00-ghz-15.6-fhd-8gb-512gb-ssd-amd-radeon-graphics-fpr-negru-3795840.html","https://static3.evomag.ro/img?file=products%2F3795%2F3795840%2F1597994748Laptop+Asus+VivoBook+M533IA-BQ022+%28Procesor+AMD+Rayzen+5+4500U+%288M+Cache%2C+up+to+4.00+GHz%29%2C+15.6+FHD%2C+8GB%2C+512GB+SSD%2C+AMD+Radeon+Graphics%2C+FPR%2C+Negru%291.jpg&height=150&extend=white"
"1612454243-6838","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Asus VivoBook X512DA-EJ1434T (Procesor AMD Ryzen 3 3250U (4M Cache, up to 3.50 GHz), 15.6"" FHD, 8GB, 256GB SSD, AMD Radeon Vega 3, Win10 Home, Albastru)","2.255,99 Lei","Stoc epuizat","7","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:7","Laptop Asus VivoBook X512DA-EJ1434T (Procesor AMD Ryzen 3 3250U (4M Cache, up to 3.50 GHz), 15.6"" FHD, 8GB, 256GB SSD, AMD Radeon Vega 3, Win10 Home, Albastru)","https://www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-asus-vivobook-x512da-ej1434t-procesor-amd-ryzen-3-3250u-4m-cache-up-to-3.50-ghz-15.6-fhd-8gb-256gb-ssd-amd-radeon-vega-3-win10-home-albastru-3797660.html","https://static3.evomag.ro/img?file=products%2F3797%2F3797660%2F1570456810Laptop+Asus+VivoBook+X512FA-EJ1141+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i3-8145U+%284M+Cache%2C+up+to+3.90+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+FPR%2C+Albastru%29+1.jpg&height=150&extend=white"
"1612453982-6019","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Asus TUF  F15 FX506LU-HN137 (Procesor Intel® Core™ i7-10870H (16M Cache, up to 5.00 GHz), Comet Lake, 15.6"" FHD 144Hz, 8GB, 1TB HDD @5400RPM + 256GB SSD, nVidia GeForce GTX 1660Ti @6GB, No OS, Gri)","5.345,99 Lei","Stoc epuizat","6","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:6","Laptop Gaming Asus TUF  F15 FX506LU-HN137 (Procesor Intel® Core™ i7-10870H (16M Cache, up to 5.00 GHz), Comet Lake, 15.6"" FHD 144Hz, 8GB, 1TB HDD @5400RPM + 256GB SSD, nVidia GeForce GTX 1660Ti @6GB, No OS, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-gaming-asus-tuf-f15-fx506lu-hn137-procesor-intel-core-i7-10870h-16m-cache-up-to-5.00-ghz-comet-lake-15.6-fhd-144hz-8gb-1tb-hdd-5400rpm-256gb-ssd-nvidia-geforce-gtx-1660ti-6gb-no-os-gri-3805338.html","https://static3.evomag.ro/img?file=products%2F3805%2F3805338%2F1608206295laptop-gaming-asus-tuf-f15-fx506lu-hn137-procesor-intelr-core-i7-10870h-16m-cache-up-to-500-ghz-comet-lake-156-fhd-144hz-8gb-1tb-hdd-5400rpm-256gb-ssd-nvidia-geforce-gtx-1660ti-6gb-no-os-gri.jpg&height=150&extend=white"
"1612454011-6146","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop HP EliteBook 850 G4 (Procesor Intel® Core™ i5-7200U (3M Cache, up to 3.10 GHz), Kaby Lake, 15.6"" HD, 4GB, 500GB HDD @7200RPM, Intel® HD Graphics 620, FPR, Win10 Pro, Argintiu)","5.447,99 Lei","Stoc epuizat","10","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:10","Laptop HP EliteBook 850 G4 (Procesor Intel® Core™ i5-7200U (3M Cache, up to 3.10 GHz), Kaby Lake, 15.6"" HD, 4GB, 500GB HDD @7200RPM, Intel® HD Graphics 620, FPR, Win10 Pro, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-elitebook-850-g4-procesor-intel-core-i5-7200u-3m-cache-up-to-3.10-ghz-kaby-lake-15.6-hd-4gb-500gb-hdd-7200rpm-intel-hd-graphics-620-fpr-win10-pro-argintiu-3608144.html","https://static3.evomag.ro/img?file=products%2F3608%2F3608144%2F1518522708elt1.jpg&height=150&extend=white"
"1612454142-6515","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming MSI GS75 Stealth (Procesor Intel® Core™ i7-10870H (16M Cache, up to 5.00 GHz), Coffee Lake, 17.3"" FHD, 32GB, 1TB SSD, nVidia GeForce RTX 2060 @6GB, Win10 Pro, Negru)","10.399,99 Lei","Stoc epuizat","21","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:21","Laptop Gaming MSI GS75 Stealth (Procesor Intel® Core™ i7-10870H (16M Cache, up to 5.00 GHz), Coffee Lake, 17.3"" FHD, 32GB, 1TB SSD, nVidia GeForce RTX 2060 @6GB, Win10 Pro, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/msi-laptop-gaming-msi-gs75-stealth-procesor-intel-core-i7-10870h-16m-cache-up-to-5.00-ghz-coffee-lake-17.3-fhd-32gb-1tb-ssd-nvidia-geforce-rtx-2060-6gb-win10-pro-negru-3802151.html","https://static3.evomag.ro/img?file=products%2F3802%2F3802151%2F1568895981Laptop+Gaming+MSI+GS75+Stealth+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-9750H+%2812M+Cache%2C+up+to+4.50+GHz%29%2C+Coffee+Lake%2C+17.3+FHD%2C+32GB%2C+2TB+SSD%2C+nVidia+GeForce+RTX+2080+%408GB%2C+Negru%29+1.png&height=150&extend=white"
"1612453996-6097","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Asus VivoBook X512JA-EJ362 (Procesor Intel® Core™ i5-1035G1 (6M Cache, up to 3.60 GHz), Ice Lake, 15.6"" FHD, 8GB, 512GB SSD, Intel® UHD Graphics, FPR, Gri)","2.949,99 Lei","Stoc epuizat","8","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:8","Laptop Asus VivoBook X512JA-EJ362 (Procesor Intel® Core™ i5-1035G1 (6M Cache, up to 3.60 GHz), Ice Lake, 15.6"" FHD, 8GB, 512GB SSD, Intel® UHD Graphics, FPR, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-asus-vivobook-x512ja-ej362-procesor-intel-core-i5-1035g1-6m-cache-up-to-3.60-ghz-ice-lake-15.6-fhd-8gb-512gb-ssd-intel-uhd-graphics-fpr-gri-3790909.html","https://static3.evomag.ro/img?file=products%2F3790%2F3790909%2F1580893756Laptop+Asus+VivoBook+X512DA-EJ173+%28Procesor+AMD+Ryzen+5+3500U+%284M+Cache%2C+up+to+3.70+GHz%29%2C+15.6+FHD%2C+8GB%2C+512GB+SSD%2C+AMD+Radeon+Vega+8%2C+Argintiu%29+1.jpg&height=150&extend=white"
"1612454084-6353","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop HP ProBook 440 G6 (Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), Whiskey Lake, 14"" FHD, 8GB, 512GB SSD, Intel® UHD Graphics, FPR, Win10 Pro, Argintiu)","4.399,99 Lei","Stoc epuizat","20","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:20","Laptop HP ProBook 440 G6 (Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), Whiskey Lake, 14"" FHD, 8GB, 512GB SSD, Intel® UHD Graphics, FPR, Win10 Pro, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-probook-440-g6-procesor-intel-core-i7-8565u-8m-cache-up-to-4.60-ghz-whiskey-lake-14-fhd-8gb-512gb-ssd-intel-uhd-graphics-fpr-win10-pro-argintiu-3787868.html","https://static3.evomag.ro/img?file=products%2F3787%2F3787868%2F1560852821Laptop+HP+ProBook+440+G6+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-8265U+%286M+Cache%2C+up+to+3.90+GHz%29%2C+Whiskey+Lake%2C+14+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+Win10+Pro%2C+Argintiu%291.jpg&height=150&extend=white"
"1612454127-6460","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Apple The New MacBook Pro 13 Retina (Procesor Intel® Core™ i5 (4M Cache, up to 3.50 GHz), Kaby Lake, 13.3"", Retina, 8GB, 256GB SSD, Intel Iris Plus 650, Mac OS Sierra, Layout RO, Argintiu)","10.499,99 Lei","Stoc epuizat","23","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:23","Laptop Apple The New MacBook Pro 13 Retina (Procesor Intel® Core™ i5 (4M Cache, up to 3.50 GHz), Kaby Lake, 13.3"", Retina, 8GB, 256GB SSD, Intel Iris Plus 650, Mac OS Sierra, Layout RO, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/apple-laptop-apple-the-new-macbook-pro-13-retina-procesor-intel-core-i5-4m-cache-up-to-3.50-ghz-kaby-lake-13.3-retina-8gb-256gb-ssd-intel-iris-plus-650-mac-os-sierra-layout-ro-argintiu-3587986.html","https://static3.evomag.ro/img?file=products%2F3587%2F3587986%2F1498032009mac1.jpg&height=150&extend=white"
"1612453996-6095","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop HP Pavilion 14-ce3017nq (Procesor Intel® Core™ i7-1065G7 (8M Cache, up to 3.90 GHz), Ice Lake, 14"" FHD, 8GB, 512GB SSD, nVidia GeForce MX250 @4GB, Argintiu)","3.799,99 Lei","Stoc epuizat","8","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:8","Laptop HP Pavilion 14-ce3017nq (Procesor Intel® Core™ i7-1065G7 (8M Cache, up to 3.90 GHz), Ice Lake, 14"" FHD, 8GB, 512GB SSD, nVidia GeForce MX250 @4GB, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-pavilion-14-ce3017nq-procesor-intel-core-i7-1065g7-8m-cache-up-to-3.90-ghz-ice-lake-14-fhd-8gb-512gb-ssd-nvidia-geforce-mx250-4gb-argintiu-3790893.html","https://static3.evomag.ro/img?file=products%2F3790%2F3790893%2F1591687723Laptop+HP+Pavilion+14-ce3017nq+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-1065G7+%288M+Cache%2C+up+to+3.90+GHz%29%2C+Ice+Lake%2C+14+FHD%2C+8GB%2C+512GB+SSD%2C+nVidia+GeForce+MX250+%404GB%2C+Argintiu%291.jpg&height=150&extend=white"
"1612454025-6164","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Lenovo ThinkPad L590 (Procesor Intel® Core™ i3-8145U (4M Cache, up to 3.90 GHz), Whiskey Lake, 15.6"" FHD, 4GB, 256GB SSD, Intel® UHD Graphics, FPR, Win10 Pro, Negru)","3.799,99 Lei","Stoc epuizat","12","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:12","Laptop Lenovo ThinkPad L590 (Procesor Intel® Core™ i3-8145U (4M Cache, up to 3.90 GHz), Whiskey Lake, 15.6"" FHD, 4GB, 256GB SSD, Intel® UHD Graphics, FPR, Win10 Pro, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-lenovo-thinkpad-l590-procesor-intel-core-i3-8145u-4m-cache-up-to-3.90-ghz-whiskey-lake-15.6-fhd-4gb-256gb-ssd-intel-uhd-graphics-fpr-win10-pro-negru-3792844.html","https://static3.evomag.ro/img?file=products%2F3792%2F3792844%2F1568271385Laptop+Lenovo+ThinkPad+L590+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-8565U+%288M+Cache%2C+up+to+4.60+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+16GB%2C+512GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+Win10+Pro%2C+FPR%2C+Negru%291.jpg&height=150&extend=white"
"1612454025-6189","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Lenovo Legion Y530 (Procesor Intel® Core™ i7-8750H (9M Cache, 4.10 GHz), Coffee Lake, 15.6"" FHD, 8GB, 512GB SSD, nVidia GeForce GTX 1050Ti, Negru)","5.099,99 Lei","Stoc epuizat","12","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:12","Laptop Gaming Lenovo Legion Y530 (Procesor Intel® Core™ i7-8750H (9M Cache, 4.10 GHz), Coffee Lake, 15.6"" FHD, 8GB, 512GB SSD, nVidia GeForce GTX 1050Ti, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-gaming-lenovo-legion-y530-procesor-intel-core-i7-8750h-9m-cache-4.10-ghz-coffee-lake-15.6-fhd-8gb-512gb-ssd-nvidia-geforce-gtx-1050ti-negru-3688079.html","https://static3.evomag.ro/img?file=products%2F3688%2F3688079%2F1549970432Lenovo+Legion+Y530+1.jpg&height=150&extend=white"
"1612454185-6670","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Dell G3 3590 (Procesor Intel® Core™ i5-9300H (8M Cache, up to 4.10 GHz), Coffee Lake, 15.6"" FHD, 8GB, 1TB HDD @5400RPM + 256GB SSD, nVidia GeForce GTX 1050 @3GB, Linux, Negru)","3.750,99 Lei","Stoc epuizat","15","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:15","Laptop Gaming Dell G3 3590 (Procesor Intel® Core™ i5-9300H (8M Cache, up to 4.10 GHz), Coffee Lake, 15.6"" FHD, 8GB, 1TB HDD @5400RPM + 256GB SSD, nVidia GeForce GTX 1050 @3GB, Linux, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-gaming-dell-g3-3590-procesor-intel-core-i5-9300h-8m-cache-up-to-4.10-ghz-coffee-lake-15.6-fhd-8gb-1tb-hdd-5400rpm-256gb-ssd-nvidia-geforce-gtx-1050-3gb-linux-negru-3777805.html","https://static3.evomag.ro/img?file=products%2F3777%2F3777805%2F1575882246Laptop+Gaming+Dell+G3+3590+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-9750H+%2812M+Cache%2C+up+to+4.50+GHz%29%2C+Coffee+Lake%2C+15.6+FHD%2C+16GB%2C+1TB+HDD+%405400RPM+%2B+256GB+SSD%2C+nVidia+GeForce+GTX+1650Ti+%404GB%2C+Linux%2C+Negru%29+1.jpg&height=150&extend=white"
"1612454243-6858","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Lenovo Legion Y7000 (Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), Coffee Lake, 15.6"" FHD, 8GB, 256GB SSD, nVidia GeForce GTX 1650 @4GB, Negru)","4.373,99 Lei","Stoc epuizat","7","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:7","Laptop Gaming Lenovo Legion Y7000 (Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), Coffee Lake, 15.6"" FHD, 8GB, 256GB SSD, nVidia GeForce GTX 1650 @4GB, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-gaming-lenovo-legion-y7000-procesor-intel-core-i7-9750h-12m-cache-up-to-4.50-ghz-coffee-lake-15.6-fhd-8gb-256gb-ssd-nvidia-geforce-gtx-1650-4gb-negru-3759255.html","https://static3.evomag.ro/img?file=products%2F3759%2F3759255%2F1565776262Laptop+Gaming+Lenovo+Legion+Y7000+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-9750H+%2812M+Cache%2C+up+to+4.50+GHz%29%2C+Coffee+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+nVidia+GeForce+GTX+1650+%404GB%2C+Negru%291.jpg&height=150&extend=white"
