web-scraper-order,web-scraper-start-url,title,price,availability,pagination,pagination-href,link,link-href,image-src
"1612454142-6502","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop HP ProBook 440 G7 (Procesor Intel® Core™ i7-10510U (8M Cache, up to 4.90 GHz), Comet Lake, 14"" FHD, 8GB, 512GB SSD, nVidia GeForce MX110 @2GB, Argintiu)","3.641,99 Lei","Stoc epuizat","21","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:21","Laptop HP ProBook 440 G7 (Procesor Intel® Core™ i7-10510U (8M Cache, up to 4.90 GHz), Comet Lake, 14"" FHD, 8GB, 512GB SSD, nVidia GeForce MX110 @2GB, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-probook-440-g7-procesor-intel-core-i7-10510u-8m-cache-up-to-4.90-ghz-comet-lake-14-fhd-8gb-512gb-ssd-nvidia-geforce-mx110-2gb-argintiu-3789274.html","https://static3.evomag.ro/img?file=products%2F3789%2F3789274%2F1586441181Laptop+HP+ProBook+440+G7+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-10210U+%286M+Cache%2C+up+to+4.20+GHz%29%2C+Comet+Lake%2C+14+FHD%2C+8GB%2C+512GB+SSD%2C+Intel%C2%AE+UHD+Graphics%2C+Win10+Pro%2C+FPR%2C+Argintiu%291.jpg&height=150&extend=white"
"1612454171-6607","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Asus VivoBook X512DA-EJ173 (Procesor AMD Ryzen 5 3500U (4M Cache, up to 3.70 GHz), 15.6"" FHD, 8GB, 512GB SSD, AMD Radeon Vega 8, Gri)","2.154,99 Lei","Stoc epuizat","17","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:17","Laptop Asus VivoBook X512DA-EJ173 (Procesor AMD Ryzen 5 3500U (4M Cache, up to 3.70 GHz), 15.6"" FHD, 8GB, 512GB SSD, AMD Radeon Vega 8, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-asus-vivobook-x512da-ej173-procesor-amd-ryzen-5-3500u-4m-cache-up-to-3.70-ghz-15.6-fhd-8gb-512gb-ssd-amd-radeon-vega-8-gri-3781400.html","https://static3.evomag.ro/img?file=products%2F3781%2F3781400%2F1580893756Laptop+Asus+VivoBook+X512DA-EJ173+%28Procesor+AMD+Ryzen+5+3500U+%284M+Cache%2C+up+to+3.70+GHz%29%2C+15.6+FHD%2C+8GB%2C+512GB+SSD%2C+AMD+Radeon+Vega+8%2C+Argintiu%29+1.jpg&height=150&extend=white"
"1612454084-6377","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Lenovo Legion Y7000 (Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), Coffee Lake, 15.6"" FHD, 8GB, 512GB SSD, nVidia GeForce GTX 1650 @4GB, Negru)","4.599,99 Lei","Stoc epuizat","20","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:20","Laptop Gaming Lenovo Legion Y7000 (Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), Coffee Lake, 15.6"" FHD, 8GB, 512GB SSD, nVidia GeForce GTX 1650 @4GB, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-gaming-lenovo-legion-y7000-procesor-intel-core-i7-9750h-12m-cache-up-to-4.50-ghz-coffee-lake-15.6-fhd-8gb-512gb-ssd-nvidia-geforce-gtx-1650-4gb-negru-3759250.html","https://static3.evomag.ro/img?file=products%2F3759%2F3759250%2F1565774123Laptop+Gaming+Lenovo+Legion+Y7000+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-9750H+%2812M+Cache%2C+up+to+4.50+GHz%29%2C+Coffee+Lake%2C+15.6+FHD%2C+8GB%2C+512GB+SSD%2C+nVidia+GeForce+GTX+1650+%404GB%2C+Negru%291.jpg&height=150&extend=white"
"1612454025-6155","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Dell Latitude 5510 (Procesor Intel® Core™ i5-10310U (6M Cache, up to 4.40 GHz), Comet Lake, 15.6"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics, Linux, Gri)","4.699,99 Lei","Stoc epuizat","12","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:12","Laptop Dell Latitude 5510 (Procesor Intel® Core™ i5-10310U (6M Cache, up to 4.40 GHz), Comet Lake, 15.6"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics, Linux, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-latitude-5510-procesor-intel-core-i5-10310u-6m-cache-up-to-4.40-ghz-comet-lake-15.6-fhd-8gb-256gb-ssd-intel-uhd-graphics-linux-gri-3798301.html","https://static3.evomag.ro/img?file=products%2F3798%2F3798301%2F1594816973Laptop+Dell+Latitude+5510+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-10610U+%288M+Cache%2C+up+to+4.90+GHz%29%2C+Comet+Lake%2C+15.6+FHD%2C+16GB%2C+512GB+SSD%2C+Intel%C2%AE+UHD+Graphics%2C+Win10+Pro%2C+Gri%291.jpg&height=150&extend=white"
"1612454055-6247","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop HP 250 G7 (Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), Whiskey Lake, 15.6"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Win10 Pro, Negru)","3.247,99 Lei","Stoc epuizat","16","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:16","Laptop HP 250 G7 (Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), Whiskey Lake, 15.6"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Win10 Pro, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-250-g7-procesor-intel-core-i5-8265u-6m-cache-up-to-3.90-ghz-whiskey-lake-15.6-fhd-8gb-256gb-ssd-intel-uhd-graphics-620-win10-pro-negru-3787889.html","https://static3.evomag.ro/img?file=products%2F3787%2F3787889%2F1587972778Laptop+HP+250+G7+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-8265U+%286M+Cache%2C+up+to+3.90+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+Win10+Pro%2C+Negru%290.jpg&height=150&extend=white"
"1612454272-6931","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Lenovo ThinkPad T14s (Procesor Intel® Core™ i5-10210U (6M Cache, up to 4.20 GHz), Comet Lake, 14"" FHD, 8GB, 512GB SSD, Intel® UHD Graphics, FPR, Win10 Pro, Negru)","8.199,99 Lei","In stoc (exclusiv online)","4","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:4","Laptop Lenovo ThinkPad T14s (Procesor Intel® Core™ i5-10210U (6M Cache, up to 4.20 GHz), Comet Lake, 14"" FHD, 8GB, 512GB SSD, Intel® UHD Graphics, FPR, Win10 Pro, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-lenovo-thinkpad-t14s-procesor-intel-core-i5-10210u-6m-cache-up-to-4.20-ghz-comet-lake-14-fhd-8gb-512gb-ssd-intel-uhd-graphics-fpr-win10-pro-negru-3804420.html","https://static3.evomag.ro/img?file=products%2F3804%2F3804420%2F1595491544Laptop+Lenovo+ThinkPad+T14s+%28Procesor+AMD+Ryzen+7+Pro+4750U+%288M+Cache%2C+up+to+4.10+GHz%29%2C+14+FHD%2C+16GB%2C+1TB+SSD%2C+AMD+Radeon+Graphics%2C+Win10+Pro%2C+Negru%291.jpg&height=150&extend=white"
"1612453982-6026","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Dell XPS 9700 (Procesor Intel® Core™ i7-10875H (16M Cache, up to 5.10 GHz), Comet Lake, 17"" FHD+, 16GB, 1TB SSD, nVidia GeForce GTX 1650 Ti @4GB, Win10 Pro, Argintiu)","16.999,99 Lei","Stoc epuizat","6","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:6","Laptop Dell XPS 9700 (Procesor Intel® Core™ i7-10875H (16M Cache, up to 5.10 GHz), Comet Lake, 17"" FHD+, 16GB, 1TB SSD, nVidia GeForce GTX 1650 Ti @4GB, Win10 Pro, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-xps-9700-procesor-intel-core-i7-10875h-16m-cache-up-to-5.10-ghz-comet-lake-17-fhd-16gb-1tb-ssd-nvidia-geforce-gtx-1650-ti-4gb-win10-pro-argintiu-3805440.html","https://static3.evomag.ro/img?file=products%2F3805%2F3805440%2F1608553364laptop-dell-xps-9700-procesor-intelr-core-i7-10875h-16m-cache-up-to-510-ghz-comet-lake-17-fhd-16gb-1tb-ssd-nvidia-geforce-gtx-1650-ti-4gb-win10-pro-argintiu.png&height=150&extend=white"
"1612453996-6081","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop HP 250 G7 (Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), Whiskey Lake, 15.6"" FHD, 8GB, 512GB SSD, Intel® UHD Graphics 620, Win10 Home, Argintiu)","3.920,99 Lei","Stoc epuizat","8","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:8","Laptop HP 250 G7 (Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), Whiskey Lake, 15.6"" FHD, 8GB, 512GB SSD, Intel® UHD Graphics 620, Win10 Home, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-250-g7-procesor-intel-core-i7-8565u-8m-cache-up-to-4.60-ghz-whiskey-lake-15.6-fhd-8gb-512gb-ssd-intel-uhd-graphics-620-win10-home-argintiu-3770847.html","https://static3.evomag.ro/img?file=products%2F3770%2F3770847%2F1570429907Laptop+HP+250+G7+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-8565U+%288M+Cache%2C+up+to+4.60+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+8GB%2C+512GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+Win10+Home%2C+Argintiu%29+1.jpg&height=150&extend=white"
"1612454171-6624","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Apple The New MacBook Air 13 Retina (Procesor Intel® Core™ i5-8210Y (4M Cache, up to 3.60 GHz), Amber Lake Y, 13.3"", Retina, 8GB, 128GB SSD, Intel® UHD Graphics 617, FPR, Mac OS Mojave, Layout INT, Auriu)","5.867,99 Lei","Stoc epuizat","17","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:17","Laptop Apple The New MacBook Air 13 Retina (Procesor Intel® Core™ i5-8210Y (4M Cache, up to 3.60 GHz), Amber Lake Y, 13.3"", Retina, 8GB, 128GB SSD, Intel® UHD Graphics 617, FPR, Mac OS Mojave, Layout INT, Auriu)","https://www.evomag.ro/portabile-laptopuri-notebook/apple-laptop-apple-the-new-macbook-air-13-retina-procesor-intel-core-i5-8210y-4m-cache-up-to-3.60-ghz-amber-lake-y-13.3-retina-8gb-128gb-ssd-intel-uhd-graphics-617-fpr-mac-os-mojave-layout-int-auriu-3761872.html","https://static3.evomag.ro/img?file=products%2F3761%2F3761872%2F1567507604Laptop+Apple+The+New+MacBook+Air+13+Retina+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-8210Y+%284M+Cache%2C+up+to+3.60+GHz%29%2C+13.3%2C+Retina%2C+8GB%2C+128GB+SSD%2C+Intel%C2%AE+UHD+Graphics+617%2C+FPR%2C+Auriu%29+1.jpg&height=150&extend=white"
"1612454098-6400","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop HP 250 G7 (Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), Whiskey Lake, 15.6"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Win10 Pro, Argintiu)","3.899,99 Lei","Stoc epuizat","22","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:22","Laptop HP 250 G7 (Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), Whiskey Lake, 15.6"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Win10 Pro, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-250-g7-procesor-intel-core-i7-8565u-8m-cache-up-to-4.60-ghz-whiskey-lake-15.6-fhd-8gb-256gb-ssd-intel-uhd-graphics-620-win10-pro-argintiu-3756700.html","https://static3.evomag.ro/img?file=products%2F3756%2F3756700%2F1563864177Laptop+HP+250+G7+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-8565U+%288M+Cache%2C+up+to+4.60+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+Win10+Pro%2C+Argintiu%29+1.jpg&height=150&extend=white"
"1612454258-6886","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Apple The New MacBook Pro 13 Retina (Procesor Intel® Core™ i5-8257U (6M Cache, up to 3.90 GHz), Coffee Lake, 13.3"", Retina, Touch Bar, 8GB, 128GB SSD, Intel® Iris® Plus Graphics 645, FPR, Mac OS Mojave, Layout INT,...","8.099,99 Lei","Intreaba stoc","5","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:5","Laptop Apple The New MacBook Pro 13 Retina (Procesor Intel® Core™ i5-8257U (6M Cache, up to 3.90 GHz), Coffee Lake, 13.3"", Retina, Touch Bar, 8GB, 128GB SSD, Intel® Iris® Plus Graphics 645, FPR, Mac OS Mojave, Layout INT,...","https://www.evomag.ro/portabile-laptopuri-notebook/apple-laptop-apple-the-new-macbook-pro-13-retina-procesor-intel-core-i5-8257u-6m-cache-up-to-3.90-ghz-coffee-lake-13.3-retina-touch-bar-8gb-128gb-ssd-intel-iris-plus-graphics-645-fpr-mac-os-mojave-layout-int-argintiu-3761550.html","https://static3.evomag.ro/img?file=products%2F3761%2F3761550%2F1567412328Laptop+Apple+The+New+MacBook+Pro+13+Retina+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-8257U+%286M+Cache%2C+up+to+3.90+GHz%29%2C+13.3%2C+Retina%2C+Touch+Bar%2C+8GB%2C+128GB+SSD%2C+Intel%C2%AE+Iris%C2%AE+Plus+Graphics+645%2C+FPR%2C+Argintiu%29+1.jpg&height=150&extend=white"
"1612454272-6953","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Lenovo Legion 7 (Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), Comet Lake, 15.6"" FHD 240Hz, 32GB, 1TB SSD, nVidia GeForce RTX 2080 SUPER @8GB, Gri)","12.999,99 Lei","In stoc (exclusiv online)","4","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:4","Laptop Gaming Lenovo Legion 7 (Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), Comet Lake, 15.6"" FHD 240Hz, 32GB, 1TB SSD, nVidia GeForce RTX 2080 SUPER @8GB, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-gaming-lenovo-legion-7-procesor-intel-core-i7-10750h-12m-cache-up-to-5.00-ghz-comet-lake-15.6-fhd-240hz-32gb-1tb-ssd-nvidia-geforce-rtx-2080-super-8gb-gri-3795450.html","https://static3.evomag.ro/img?file=products%2F3795%2F3795450%2F1595405841Laptop+Gaming+Lenovo+Legion+7+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-10875H+%2816M+Cache%2C+up+to+5.10+GHz%29%2C+Comet+Lake%2C+15.6+FHD%2C+32GB%2C+1TB+SSD%2C+nVidia+GeForce+RTX+2070+SUPER+%408GB%2C+Gri%291.jpg&height=150&extend=white"
"1612454142-6537","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Lenovo ThinkPad P50s (Procesor Intel® Core™ i7-6500U (4M Cache, up to 3.10 GHz), Kaby Lake, 15.6""FHD, 8GB, 256GB SSD, nVidia Quadro M500M @2GB, Win10 Pro, Negru)","8.141,99 Lei","Stoc epuizat","21","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:21","Laptop Lenovo ThinkPad P50s (Procesor Intel® Core™ i7-6500U (4M Cache, up to 3.10 GHz), Kaby Lake, 15.6""FHD, 8GB, 256GB SSD, nVidia Quadro M500M @2GB, Win10 Pro, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-lenovo-thinkpad-p50s-procesor-intel-core-i7-6500u-4m-cache-up-to-3.10-ghz-kaby-lake-15.6-fhd-8gb-256gb-ssd-nvidia-quadro-m500m-2gb-win10-pro-negru-3608216.html","https://static3.evomag.ro/img?file=products%2F3608%2F3608216%2F1518535942p1.jpg&height=150&extend=white"
"1612454084-6354","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop HP ProBook 450 G6 (Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), Whiskey Lake, 15.6"" FHD, 8GB, 1TB HDD @5400RPM, nVidia GeForce MX130 @2GB, FPR, Argintiu)","3.833,99 Lei","Stoc epuizat","20","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:20","Laptop HP ProBook 450 G6 (Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), Whiskey Lake, 15.6"" FHD, 8GB, 1TB HDD @5400RPM, nVidia GeForce MX130 @2GB, FPR, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-probook-450-g6-procesor-intel-core-i7-8565u-8m-cache-up-to-4.60-ghz-whiskey-lake-15.6-fhd-8gb-1tb-hdd-5400rpm-nvidia-geforce-mx130-2gb-fpr-argintiu-3787897.html","https://static3.evomag.ro/img?file=products%2F3787%2F3787897%2F1587470252Laptop+HP+ProBook+450+G6+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-8565U+%288M+Cache%2C+up+to+4.10+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+8GB%2C+1TB+HDD+%405400RPM%2C+Intel%C2%AE+UHD+Graphics+620%2C+FPR%2C+Argintiu%291.jpg&height=150&extend=white"
"1612454156-6592","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Asus ROG Strix Scar G532LV-AZ041 (Procesor Intel® Core™ i7-10875H (16M Cache, up to 5.10 GHz), Comet Lake, 15.6"" FHD, 16GB, 1TB SSD, nVidia GeForce RTX 2060 @6GB, Negru)","8.653,99 Lei","Stoc epuizat","19","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:19","Laptop Gaming Asus ROG Strix Scar G532LV-AZ041 (Procesor Intel® Core™ i7-10875H (16M Cache, up to 5.10 GHz), Comet Lake, 15.6"" FHD, 16GB, 1TB SSD, nVidia GeForce RTX 2060 @6GB, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-gaming-asus-rog-strix-scar-g532lv-az041-procesor-intel-core-i7-10875h-16m-cache-up-to-5.10-ghz-comet-lake-15.6-fhd-16gb-1tb-ssd-nvidia-geforce-rtx-2060-6gb-negru-3800158.html","https://static3.evomag.ro/img?file=products%2F3800%2F3800158%2F1592385679Laptop+Gaming+Asus+ROG+Strix+Scar+G732LXS-HG072T+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i9-10980HK+%2816M+Cache%2C+up+to+5.30+GHz%29%2C+Comet+Lake%2C+17.3+FHD%2C+32GB%2C+2x+512GB+SSD%2C+nVidia+GeForce+RTX+2080+SUPER+%408GB%2C+Win10+Home%2C+Negru%291.jpg&height=150&extend=white"
"1612454185-6687","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop HP 250 G6 (Procesor Intel® Celeron® N3060 (2M Cache, up to 2.48 GHz), Kaby Lake, 15.6"" FHD, 4GB, 1TB HDD @5400RPM, Intel® HD Graphics 400, Wireless AC, Argintiu-Cenusiu)","1.456,99 Lei","Stoc epuizat","15","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:15","Laptop HP 250 G6 (Procesor Intel® Celeron® N3060 (2M Cache, up to 2.48 GHz), Kaby Lake, 15.6"" FHD, 4GB, 1TB HDD @5400RPM, Intel® HD Graphics 400, Wireless AC, Argintiu-Cenusiu)","https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-250-g6-procesor-intel-celeron-n3060-2m-cache-up-to-2.48-ghz-kaby-lake-15.6-fhd-4gb-1tb-hdd-5400rpm-intel-hd-graphics-400-wireless-ac-argintiu-cenusiu-3593393.html","https://static3.evomag.ro/img?file=products%2F3593%2F3593393%2F1502098104ar1.jpg&height=150&extend=white"
"1612454055-6275","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Lenovo Legion 5 (Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), Comet Lake, 15.6"" FHD, 16GB, 512GB SSD, nVidia GeForce RTX 2060 @6GB, Negru)","5.563,99 Lei","Stoc epuizat","16","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:16","Laptop Gaming Lenovo Legion 5 (Procesor Intel® Core™ i5-10300H (8M Cache, up to 4.50 GHz), Comet Lake, 15.6"" FHD, 16GB, 512GB SSD, nVidia GeForce RTX 2060 @6GB, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-gaming-lenovo-legion-5-procesor-intel-core-i5-10300h-8m-cache-up-to-4.50-ghz-comet-lake-15.6-fhd-16gb-512gb-ssd-nvidia-geforce-rtx-2060-6gb-negru-3798580.html","https://static3.evomag.ro/img?file=products%2F3798%2F3798580%2F1595247987Laptop+Gaming+Lenovo+Legion+5+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-10300H+%288M+Cache%2C+up+to+4.50+GHz%29%2C+Comet+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+nVidia+GeForce+GTX+1650+%404GB%2C+Negru%291.jpg&height=150&extend=white"
"1612454171-6611","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Lenovo IdeaPad S145 (Procesor Intel® Celeron® 4205U (2M Cache, up to 1.80 GHz), 15.6"" HD, 4GB, 1TB HDD @5400RPM, Intel® UHD Graphics 610, Gri)","1.214,99 Lei","Stoc epuizat","17","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:17","Laptop Lenovo IdeaPad S145 (Procesor Intel® Celeron® 4205U (2M Cache, up to 1.80 GHz), 15.6"" HD, 4GB, 1TB HDD @5400RPM, Intel® UHD Graphics 610, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-lenovo-ideapad-s145-procesor-intel-celeron-4205u-2m-cache-up-to-1.80-ghz-15.6-hd-4gb-1tb-hdd-5400rpm-intel-uhd-graphics-610-gri-3688189.html","https://static3.evomag.ro/img?file=products%2F3688%2F3688189%2F1559563291Laptop+Lenovo+IdeaPad+S145+%28Procesor+Intel%C2%AE+Celeron%C2%AE+4205U+%282M+Cache%2C+up+to+1.80+GHz%29%2C+15.6+HD%2C+4GB%2C+1TB+HDD+%405400RPM%2C+Intel%C2%AE+UHD+Graphics+610%2C+Gri%29+1.jpg&height=150&extend=white"
"1612454142-6539","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Dell Precision 7540 (Procesor Intel® Core™ i9-9980HK (16M Cache, up to 5.00 GHz), Coffee Lake, 15.6"" FHD, 32GB, 1TB SSD, nVidia Quadro RTX 3000 @6GB, Linux, Argintiu)","15.399,99 Lei","Stoc epuizat","21","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:21","Laptop Dell Precision 7540 (Procesor Intel® Core™ i9-9980HK (16M Cache, up to 5.00 GHz), Coffee Lake, 15.6"" FHD, 32GB, 1TB SSD, nVidia Quadro RTX 3000 @6GB, Linux, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-precision-7540-procesor-intel-core-i9-9980hk-16m-cache-up-to-5.00-ghz-coffee-lake-15.6-fhd-32gb-1tb-ssd-nvidia-quadro-rtx-3000-6gb-linux-argintiu-3771481.html","https://static3.evomag.ro/img?file=products%2F3771%2F3771481%2F1570785753Laptop+Dell+Precision+7540+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i9-9980HK+%2816M+Cache%2C+up+to+5.00+GHz%29%2C+Coffee+Lake%2C+15.6+FHD%2C+32GB%2C+1TB+SSD%2C+nVidia+Quadro+RTX+3000+%406GB%2C+Linux%2C+Argintiu%291.jpg&height=150&extend=white"
"1612454025-6158","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Dell Latitude 5501 (Procesor Intel® Core™ i7-9850H (12M Cache, 4.60 GHz), Coffee Lake, 15.6"" FHD, 16GB, 512GB SSD, nVidia GeForce MX150 @2GB, FPR, 4G, Linux, Negru)","7.699,99 Lei","Stoc epuizat","12","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:12","Laptop Dell Latitude 5501 (Procesor Intel® Core™ i7-9850H (12M Cache, 4.60 GHz), Coffee Lake, 15.6"" FHD, 16GB, 512GB SSD, nVidia GeForce MX150 @2GB, FPR, 4G, Linux, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-latitude-5501-procesor-intel-core-i7-9850h-12m-cache-4.60-ghz-coffee-lake-15.6-fhd-16gb-512gb-ssd-nvidia-geforce-mx150-2gb-fpr-4g-linux-negru-3759564.html","https://static3.evomag.ro/img?file=products%2F3759%2F3759564%2F1565102355Laptop+Dell+Latitude+5501+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-9850H+%2812M+Cache%2C+4.60+GHz%29%2C+Coffee+Lake%2C+15.6+FHD%2C+16GB%2C+512GB+SSD%2C+Intel%C2%AE+UHD+Graphics+630%2C+FPR%2C+4G%2C+Win10+Pro%2C+Negru%291.jpg&height=150&extend=white"
"1612453982-6031","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Acer Aspire 3684 WXMi + Bonus 512MB","2.829,99 Lei","Stoc epuizat","6","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:6","Laptop Acer Aspire 3684 WXMi + Bonus 512MB","https://www.evomag.ro/portabile-laptopuri-notebook/acer-laptop-aspire-3684-wxmi-bonus-512mb-8058.html","https://static3.evomag.ro/img?file=products%2F8%2F8058%2Faspire_3680_1+series.jpg&height=150&extend=white"
"1612454287-6988","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Dell XPS 9700 (Procesor Intel® Core™ i7-10875H (16M Cache, up to 5.10 GHz), Comet Lake, 17"" UHD+, Touch, 32GB, 1TB SSD, nVidia GeForce RTX 2060 @6GB, Win10 Pro, Argintiu)","18.099,99 Lei","In stoc (exclusiv online)","3","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:3","Laptop Dell XPS 9700 (Procesor Intel® Core™ i7-10875H (16M Cache, up to 5.10 GHz), Comet Lake, 17"" UHD+, Touch, 32GB, 1TB SSD, nVidia GeForce RTX 2060 @6GB, Win10 Pro, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-xps-9700-procesor-intel-core-i7-10875h-16m-cache-up-to-5.10-ghz-comet-lake-17-uhd-touch-32gb-1tb-ssd-nvidia-geforce-rtx-2060-6gb-win10-pro-argintiu-3799211.html","https://static3.evomag.ro/img?file=products%2F3799%2F3799211%2F1594721591Laptop+Dell+XPS+9700+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-10750H+%2812M+Cache%2C+up+to+5.00+GHz%29%2C+Comet+Lake%2C+17+UHD%2B%2C+Touch%2C+32GB%2C+1TB+SSD%2C+nVidia+GeForce+GTX+1650Ti+%404GB%2C+Win10+Pro%2C+Argintiu%291.jpg&height=150&extend=white"
